NORMAN_ID,NAME,SMILES,NEUTRAL_EXACT_MASS,FORMULA,StdInChI,CAS_RN,PUBCHEM_CID,InChIKey,CHEMSPIDER_ID,DTXSID,Preferable Ionization,MB_Records Positive Ionization,Adduct Positive Ionization,Ionisation type and collision energy Positive Ionization,Fragments Positive Ionization,Simplified_fragments_Positive,Institute Positive Ionization,MB_Records Negative Ionization,Adduct Negative Ionization,Ionisation type and collision energy Negative Ionization,Fragments Negative Ionization,Simplified_fragments_Negative,Institute Negative Ionization
stpQQR478,"Thiabendazole|4-(1H-benzimidazol-2-yl)-1,3-thiazole",N1C2=CC=CC=C2N=C1C1=CSC=N1,201.03607,C10H7N3S,"InChI=1S/C10H7N3S/c1-2-4-8-7(3-1)12-10(13-8)9-5-14-6-11-9/h1-6H,(H,12,13)",CAS_RN: 945-65-3,5430,WJCNZQLZVWNLKY-UHFFFAOYSA-N,5237,DTXSID0021337,Positive,AU106601|AU106604|AU106605;SM878801;EQ318001|EQ318002|EQ318003|EQ318004|EQ318005|EQ318006;UF401501|UF401502|UF401503|UF401504,[M+H]+;[M+H]+;[M+H]+;[M+H]+,CID18.1-27.1|CID40|CID50;HCD35;HCD15|HCD30|HCD45|HCD60|HCD75|HCD90;HCD55|HCD80|CID35|CID55,202.045:175.0332:131.0607|175.0321:131.0601:202.0435|131.0598:175.032:143.0601;202.0433:175.0325:131.0603;202.0433:175.0327:65.0386|202.0433:175.0327:65.0385|202.0433:175.0325:131.0604|202.0433:175.0325:131.0604|175.0325:202.0433:131.0604|175.0324:131.0604:202.0433;202.0432:175.0325:158.0714|175.0324:202.0433:131.0603|202.043:175.0323:158.071|175.0321:158.071:131.0601,175.0325;158.071;143.0601;131.06035;65.03855,Athens_Univ;CASMI_2016;Eawag;UFZ,NA,NA,NA,NA,NA,NA
stpQQR479,Tris(2-chloroethyl)phosphate,ClCCOP(=O)(OCCCl)OCCCl,283.95388,C6H12Cl3O4P,"InChI=1S/C6H12Cl3O4P/c7-1-4-11-14(10,12-5-2-8)13-6-3-9/h1-6H2",CAS_RN: 115-96-8,8295,HQUQLFOMPYWACS-UHFFFAOYSA-N,7994,DTXSID5021411,Positive,SM879001,[M+H]+,HCD35,62.9997:98.9842:284.9612,98.9842;62.9997,CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR480,Carbendazim|Methyl N-(1H-benzimidazol-2-yl)carbamate|methyl N-(1H-benzimidazol-2-yl)carbamate,COC(=O)NC1=NC2=CC=CC=C2N1,191.06948,C9H9N3O2,"InChI=1S/C9H9N3O2/c1-14-9(13)12-8-10-6-4-2-3-5-7(6)11-8/h2-5H,1H3,(H2,10,11,12,13)",CAS_RN: 59758-95-1,25429,TWFZGCMQGLPBSX-UHFFFAOYSA-N,23741,DTXSID4024729,Positive,SM879201;EQ027801|EQ027802|EQ027803|EQ027804|EQ027805|EQ027806|EQ027807|EQ027808|EQ027809;UF405001|UF405002|UF405003|UF405004,[M+H]+;[M+H]+;[M+H]+,HCD35;HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD120|HCD150|HCD180;HCD55|HCD80|CID35|CID55,160.0505:192.0767:132.0556;192.0767:160.0506:59.0127|160.0505:192.0767:59.0128|160.0505:192.0768:132.0555|160.0505:132.0557:192.0768|160.0505:132.0556:92.0495|160.0505:132.0557:105.0448|105.0448:132.0557:65.0386|65.0386:105.0448:90.0339|65.0386:105.0448:90.0339;160.0504:133.0639|160.0504:133.0633|160.0504|160.0504,160.0505;133.0636;132.05565;105.0448;92.0495;90.0339;65.0386;59.01275,CASMI_2016;Eawag;UFZ,NA,NA,NA,NA,NA,NA
stpQQR481,"Terbutryn|2-N-tert-butyl-4-N-ethyl-6-methylsulfanyl-1,3,5-triazine-2,4-diamine",CCNC1=NC(NC(C)(C)C)=NC(SC)=N1,241.13612,C10H19N5S,"InChI=1S/C10H19N5S/c1-6-11-7-12-8(15-10(2,3)4)14-9(13-7)16-5/h6H2,1-5H3,(H2,11,12,13,14,15)",CAS_RN: 886-50-0,13450,IROINLKCQGIITA-UHFFFAOYSA-N,12874,DTXSID3024318,Positive,SM879401;EA030601|EA030602|EA030603|EA030604|EA030605|EA030606|EA030607|EA030608|EA030609|EA030610|EA030611|EA030612|EA030613|EA030614,[M+H]+;[M+H]+,HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,186.0808:242.1434:91.0324;186.081:171.0572:242.1429|242.1436:186.0827:227.119|242.1437:186.0809|186.081:242.144:91.0324|186.0811:91.0326:138.0776|186.0811:91.0325:68.0243|68.0244:96.0557:91.0325|242.1435:186.0812:227.1205|242.1435:186.0809:227.1197|186.0808:242.1434:91.0325|186.0809:91.0325:158.0495|186.0809:91.0325:68.0243|68.0243:91.0324:96.0556|186.0809:171.0572:242.1431,227.1197;186.0809;171.0572;158.0495;138.0776;96.05565;91.0325;68.0243,CASMI_2016;Eawag,NA,NA,NA,NA,NA,NA
stpQQR482,"Octhilinone|2-Octyl-4-isothiazolin-3-one|2-Octyl-1,2-thiazol-3-one",CCCCCCCCN1SC=CC1=O,213.11874,C11H19NOS,"InChI=1S/C11H19NOS/c1-2-3-4-5-6-7-9-12-11(13)8-10-14-12/h8,10H,2-7,9H2,1H3",CAS_RN: 25339-53-1,33528,JPMIIZHYYWMHDT-UHFFFAOYSA-N,30932,DTXSID1025805,Positive,SM821001;EA030001|EA030002|EA030003|EA030004|EA030005|EA030006|EA030007|EA030008|EA030009|EA030010|EA030011|EA030012|EA030013|EA030014,[M+H]+;[M+H]+,HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,102.0009:214.1261:71.0856;102.0008:71.0855|214.126:102.0009:71.0853|214.1261:102.0008:71.0855|102.0007:71.0855:57.0698|102.0008:57.0698:71.0855|102.0008:57.0698:71.0854|102.0008:57.0698:83.9904|214.1261:102.0008:71.0854|214.1261:102.0008:71.0855|102.0008:214.1259:71.0855|102.0008:57.0698:71.0855|102.0008:57.0698:71.0855|102.0008:57.0698:83.9903|102.0008:71.0855,102.0008;83.99035;71.0855;57.0698,CASMI_2016;Eawag,NA,NA,NA,NA,NA,NA
stpQQR483,"Irgarol|Cybutryne|2-N-tert-butyl-4-N-cyclopropyl-6-methylsulfanyl-1,3,5-triazine-2,4-diamine",CSC1=NC(NC2CC2)=NC(NC(C)(C)C)=N1,253.13612,C11H19N5S,"InChI=1S/C11H19N5S/c1-11(2,3)16-9-13-8(12-7-5-6-7)14-10(15-9)17-4/h7H,5-6H2,1-4H3,(H2,12,13,14,15,16)",CAS_RN: 28159-98-0,91590,HDHLIWCXDDZUFH-UHFFFAOYSA-N,82701,DTXSID3032416,Positive,AU400801|AU400802|AU400803|AU400804|AU400805;SM879801;EA030201|EA030202|EA030203|EA030204|EA030205|EA030206|EA030207|EA030208|EA030209|EA030210|EA030211|EA030212|EA030213|EA030214;UF403401|UF403402|UF403403|UF403404,[M+H]+;[M+H]+;[M+H]+;[M+H]+,CID10|CID20|CID30|CID40|CID50;HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35;HCD55|HCD80|CID35|CID55,254.1437:255.1457:198.0802|198.0807:254.1437:199.826|198.0807:199.0807:156.058|198.0807:156.0581:150.0763|156.0582:150.0759:198.0807;198.0809:254.1435:91.0325;198.0809:74.0056:183.057|254.1435:198.083|254.1432:198.0807|198.0808:254.144:91.0324|198.0808:91.0324:108.0556|198.0804:108.0555:91.0324|108.0556:83.0604:74.0059|254.1433:198.0805|254.1434:198.0808|198.0807:254.1433:91.0324|198.0807:91.0324:83.0603|198.0806:91.0324:108.0556|108.0556:83.0603:68.0243|198.0808;198.0807:91.0324:108.0556|108.0555:83.0603:91.0323|198.0805|198.0806,199.826;199.0807;198.0807;183.057;156.0581;150.0761;108.0556;91.0324;83.0603;74.00575;68.0243,Athens_Univ;CASMI_2016;Eawag;UFZ,NA,NA,NA,NA,NA,NA
stpQQR484,Benzotriazole|1H-Benzotriazole|2H-benzotriazole,N1N=NC2=CC=CC=C12,119.04835,C6H5N3,"InChI=1S/C6H5N3/c1-2-4-6-5(3-1)7-9-8-6/h1-4H,(H,7,8,9)",CAS_RN: 95-14-7,7220,QRUDEWIWKLJBPS-UHFFFAOYSA-N,6950,DTXSID6020147,Positive/Negative,AU405002|AU405003;SM819701;SM879903;EA016601|EA016602|EA016603|EA016604|EA016605|EA016606|EA016607|EA016608|EA016609|EA016610|EA016611|EA016612|EA016613|EA016614;TUE00161|TUE00162|TUE00163;UF417701|UF417702|UF417703|UF417704;UA000201|UA000203,[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+,CID20|CID30;HCD35;HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35;NA10.0V|NA20.0V|NA40.0V;HCD55|HCD80|CID35|CID55;CID35|CID35,120.0545:121.0582:65.0384|120.0549:65.0384:92.0494;120.0556:65.0387:92.0495;120.0556:92.0495:65.0387;120.0556:92.0494:65.0384|120.0557|120.0556:65.0386:92.0495|120.0556:92.0495:65.0385|120.0556:92.0494:65.0385|120.0556:65.0385:92.0494|120.0556:65.0386:92.0495|120.0556:92.0498|120.0556:65.0384:92.0497|120.0556:65.0385:92.0494|120.0555:92.0494:65.0385|120.0555:65.0385:92.0494|120.0555:65.0386:92.0495|120.0556:92.0494;120.0548:65.0379:92.0486|65.038:120.0546:92.0485|65.0379:39.0217:51.0218;120.0559:92.0498|120.056:92.0497|120.0559:92.0496:65.0386|92.0497:65.0386;92.0493:120.0554|92.0494:65.0384:120.0551,92.04945;65.0385;51.0218;39.0217,Athens_Univ;CASMI_2016;CASMI_2016;Eawag;Env_Anal_Chem_U_Tuebingen;UFZ;UFZ_Additional_Specs,EA016651|EA016652|EA016653|EA016654|EA016655|EA016656|EA016657|EA016658|EA016659|EA016660|EA016661|EA016662|EA016663|EA016664;TUE00165|TUE00166|TUE00167;UA000202,[M-H]-;[M-H]-;[M-H]-,CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35;NA10.0V|NA20.0V|NA40.0V;CID35,118.0412:90.0348|118.0412|118.0412:90.0348|118.0413:90.0349|118.0413:90.0349|118.0411:90.0349|118.0412:90.0349|118.0411|118.0412|118.0412:90.035|118.0411:90.0349|118.041:90.0348|118.041:90.0348|118.0411;118.0411:90.0347:50.0032|118.041:90.0347:50.0031|50.0032:40.0186:64.019;118.0412,118.0412;90.03485;64.019;50.0032;40.0186,Eawag;Env_Anal_Chem_U_Tuebingen;UFZ_Additional_Specs
stpQQR485,5-Methylbenzotriazole|5-Methyl-1H-benzotriazole|5-Methyl-2H-benzotriazole,CC1=CC=C2NN=NC2=C1,133.064,C7H7N3,"InChI=1S/C7H7N3/c1-5-2-3-6-7(4-5)9-10-8-6/h2-4H,1H3,(H,8,9,10)",CAS_RN: 136-85-6,8705,LRUDIIUSNGCQKF-UHFFFAOYSA-N,8381,DTXSID1038743,Positive/Negative,AU405101|AU405102;SM821601;SM880101;EA016701|EA016702|EA016703|EA016704|EA016705|EA016706|EA016707|EA016708|EA016709|EA016710|EA016711|EA016712|EA016713|EA016714;TUE00031|TUE00032|TUE00033,[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+,CID10|CID20;HCD35;HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35;NA10.0V|NA20.0V|NA40.0V,134.0715:135.0746|134.0713:135.0742;134.0713:79.0543:106.0651;134.0712:79.0542:106.0651;134.0713:106.0651:79.0542|134.0714|134.0713:77.0386:79.0543|134.0715:106.0653:79.0543|134.0713:79.0543:106.0652|134.0714:79.0543:77.0386|134.0713:77.0386:79.0542|134.0713:79.0544|134.0714:106.0651:79.0544|134.0714:106.0651:79.0542|134.0713:79.0543:106.0652|134.0713:79.0543:77.0386|134.0713:77.0386:79.0543|134.0713:106.0652:79.0542;134.0713:79.0543:77.0386|77.0387:79.0543:134.0712|77.0387:51.0227:53.0385,106.0651;79.0543;77.0386;53.0385;51.0227,Athens_Univ;CASMI_2016;CASMI_2016;Eawag;Env_Anal_Chem_U_Tuebingen,EA016751|EA016752|EA016753|EA016754|EA016755|EA016756|EA016757|EA016758|EA016759|EA016760|EA016761|EA016762|EA016763|EA016764;TUE00035|TUE00036|TUE00037,[M-H]-;[M-H]-,CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35;NA10.0V|NA20.0V|NA40.0V,132.0568:103.0425:104.0508|132.0569|132.0568|132.0569:104.0505:103.0428|132.0568:104.0506:103.0426|132.0568:103.0428:104.0506|132.0568:103.0426:104.0507|132.0569|132.0569|132.0569:104.0503|132.0568:103.0426:104.0502|132.0568:103.0425:104.0503|132.0569:104.0506:103.0429|132.0567:104.0502:103.0423;132.0567:103.0426:104.0504|132.0564:103.0426:64.0192|64.019:88.0192:50.003,132.0568;104.0505;103.0426;88.0192;64.0191;50.003,Eawag;Env_Anal_Chem_U_Tuebingen
stpQQR486,Ethyl-4-dimethylaminobenzoate|Ethyl 4-dimethylaminobenzoate|Ethyl 4-(dimethylamino)benzoate,CCOC(=O)C1=CC=C(C=C1)N(C)C,193.11028,C11H15NO2,"InChI=1S/C11H15NO2/c1-4-14-11(13)9-5-7-10(8-6-9)12(2)3/h5-8H,4H2,1-3H3",CAS_RN: 97003-31-1,25127,FZUGPQWGEGAKET-UHFFFAOYSA-N,23472,DTXSID2044763,Positive,SM880301,[M+H]+,HCD35,194.1175:166.0863:151.0628,166.0863;151.0628,CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR487,p-Toluenesulfonamide|4-methylbenzenesulfonimidic acid|4-methylbenzenesulfonimidic acid,CC1=CC=C(C=C1)S(N)(=O)=O,171.0354,C7H9NO2S,"InChI=1S/C7H9NO2S/c1-6-2-4-7(5-3-6)11(8,9)10/h2-5H,1H3,(H2,8,9,10)",CAS_RN: 70-55-3,6269,LMYRWZFENFIFIT-UHFFFAOYSA-N,6033,DTXSID8029105,Positive/Negative,SM880502;EQ361801|EQ361802|EQ361803|EQ361804|EQ361805|EQ361806|EQ361807|EQ361808|EQ361809;UF418501|UF418502|UF418503|UF418504,[M+H]+;[M+H]+;[M+H]+,HCD35;HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD120|HCD150|HCD180;HCD55|HCD80|CID35|CID55,91.0542:119.0604:109.0648;155.0162:119.0604:109.0648|119.0604:155.0161:109.0648|119.0604:91.0542:109.0649|91.0542:119.0604:109.0649|91.0542:65.0386:119.0604|91.0542:65.0386:119.0605|65.0386:91.0543:63.023|65.0386:91.0543:63.023|65.0386:63.023:51.023;119.0607:91.0545|91.0544:119.0607|155.0167:119.0608:91.0545|155.0166:119.0608:91.0545,155.0164;119.0604;109.0648;91.0543;65.0386;63.023;51.023,CASMI_2016;Eawag;UFZ,EQ361851|EQ361852|EQ361853|EQ361854|EQ361855|EQ361856|EQ361857|EQ361858|EQ361859,[M-H]-,HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD120|HCD150|HCD180,170.0282:106.0662:171.0122|170.0282:106.0662:171.0122|170.0282:106.0662:79.9812|106.0662:79.9812:170.0282|106.0662:79.9812:78.9733|78.9733:61.9706:79.9812|61.9706:63.9624:78.9733|63.9624:61.9706:78.9733|63.9624:61.9706:78.9733,170.0282;106.0662;79.9812;78.9733;63.9624;61.9706,Eawag
stpQQR488,Tri(butoxyethyl)phosphate|Tris(2-butoxyethyl) phosphate,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,398.24334,C18H39O7P,"InChI=1S/C18H39O7P/c1-4-7-10-20-13-16-23-26(19,24-17-14-21-11-8-5-2)25-18-15-22-12-9-6-3/h4-18H2,1-3H3",CAS_RN: 78-51-3,6540,WTLBZVNBAKMVDP-UHFFFAOYSA-N,6292,DTXSID5021758,Positive,SM824402;SM880602,[M+H]+;[M+H]+,HCD35;HCD35,299.1621:399.2511:199.0731;57.0701:299.1619:399.2508,299.162;199.0731;57.0701,CASMI_2016;CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR489,Tri-isobutylphosphate|Triisobutyl phosphate|Tris(2-methylpropyl) phosphate,CC(C)COP(=O)(OCC(C)C)OCC(C)C,266.1647,C12H27O4P,"InChI=1S/C12H27O4P/c1-10(2)7-14-17(13,15-8-11(3)4)16-9-12(5)6/h10-12H,7-9H2,1-6H3",CAS_RN: 126-71-6,31355,HRKAMJBPFPHCSD-UHFFFAOYSA-N,29088,DTXSID8040698,Positive,SM824801;SM880801;UF418803|UF418804,[M+H]+;[M+H]+;[M+H]+,HCD35;HCD35;CID35|CID55,98.9842:155.0468:57.0701;98.9842:155.0468:57.0701;98.9845:155.0474|98.9845:155.0474,155.0471;98.98435;57.0701,CASMI_2016;CASMI_2016;UFZ,NA,NA,NA,NA,NA,NA
stpQQR490,"TDCPP|Tris(1,3-dichloropropan-2-yl) phosphate",ClCC(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl,427.88391,C9H15Cl6O4P,"InChI=1S/C9H15Cl6O4P/c10-1-7(2-11)17-20(16,18-8(3-12)4-13)19-9(5-14)6-15/h7-9H,1-6H2",CAS_RN: 13674-87-8,26177,ASLWPAWFJZFCKF-UHFFFAOYSA-N,24388,DTXSID9026261,Positive,SM819401;SM880902,[M+H]+;[M+H]+,HCD35;HCD35,98.9843:318.9226:208.9534;98.9842:318.9224:208.9533,318.9225;208.95335;98.98425,CASMI_2016;CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR491,Tris(1-chloro-2-propyl)phosphate|Tris(1-chloropropan-2-yl) phosphate,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,326.00083,C9H18Cl3O4P,"InChI=1S/C9H18Cl3O4P/c1-7(4-10)14-17(13,15-8(2)5-11)16-9(3)6-12/h7-9H,4-6H2,1-3H3",CAS_RN: 98112-32-4,26176,KVMPUXDNESXNOH-UHFFFAOYSA-N,24387,DTXSID5026259,Positive,SM881002,[M+H]+,HCD35,98.9842:174.9922:251.0002,251.0002;174.9922;98.9842,CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR492,2-Naphthalene sulfonic acid|Naphthalene-2-sulfonic acid,OS(=O)(=O)C1=CC2=CC=CC=C2C=C1,208.01942,C10H8O3S,"InChI=1S/C10H8O3S/c11-14(12,13)10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,(H,11,12,13)",CAS_RN: 120-18-3,8420,KVBGVZZKJNLNJU-UHFFFAOYSA-N,8113,DTXSID5044788,Positive/Negative,EA065301|EA065302|EA065303|EA065304|EA065305|EA065306|EA065307|EA065308|EA065309|EA065310|EA065311|EA065312|EA065313|EA065314,[M+H]+,CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,128.062:191.0162:145.0648|209.0267:128.062:191.0164|128.062:209.0266:155.0603|128.062:155.0604:145.065|128.062:155.0603:103.0543|128.062:155.0603:103.0541|128.062:155.0603:127.0542|209.0265:128.062:155.0599|128.0619:209.0265:155.0602|128.0619:155.0602:145.0647|128.0619:155.0602:145.0646|128.062:155.0603:127.0542|128.0619:155.0602:127.0542|128.062:191.016:145.0648,191.0162;155.0603;145.0648;128.062;127.0542;103.0542,Eawag,SM881155;EA065351|EA065352|EA065353|EA065354|EA065355|EA065356|EA065357|EA065358|EA065359|EA065360|EA065361|EA065362|EA065363,[M-H]-;[M-H]-,HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90,207.0122:143.0502:118.9924;143.0504:207.012:79.9575|207.0116|207.012|207.012:143.0503:79.9572|207.0116:143.05:79.9573|143.0503:79.9574:207.0122|143.0501:79.9573:115.0558|207.0121|207.012|207.0122:143.0502:79.9575|207.0121:143.0502:79.9574|143.0501:79.9574:207.0116|143.0502:79.9573:115.0553,207.012;143.0502;118.9924;115.05555;79.9574,CASMI_2016;Eawag
stpQQR493,2-Isopropyl-6-methyl-pyrimidin-4-ol|6-Methyl-2-propan-2-yl-1H-pyrimidin-4-one,CC(C)C1=NC(O)=CC(C)=N1,152.09496,C8H12N2O,"InChI=1S/C8H12N2O/c1-5(2)8-9-6(3)4-7(11)10-8/h4-5H,1-3H3,(H,9,10,11)",CAS_RN: 2814-20-2,17777,AJPIUNPJBFBUKK-UHFFFAOYSA-N,16799,DTXSID1027502,Positive,AU207101|AU207102|AU207103|AU207104;SM881401;EA270601|EA270602|EA270603|EA270604|EA270605|EA270606|EA270607|EA270608|EA270609|EA270610|EA270611|EA270612|EA270613|EA270614;UF419501|UF419502|UF419503|UF419504,[M+H]+;[M+H]+;[M+H]+;[M+H]+,CID10|CID20|CID30|CID40;HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35;HCD55|HCD80|CID35|CID55,153.1019:154.1044:155.1068|153.1019:154.1044:137.0701|137.07:153.1019:138.0766|137.0698:138.0744:153.1002;153.1022:84.0444:70.0652;153.1023:84.0444:70.0652|153.1022:84.0446:138.0789|153.1022:84.0446:137.0715|153.1022:84.0444:70.0652|153.1022:84.0444:70.0651|84.0444:153.102:70.0651|84.0444:70.0651:153.102|153.1022:84.044:137.0704|153.1022:84.0444:137.0708|153.1022:84.0444:70.0651|153.1022:84.0444:70.0651|84.0444:153.1022:70.0651|84.0444:70.0651:153.1021|153.1022:84.0444:70.0651;153.1026:84.0446:70.0653|84.0445:153.1026:70.0652|153.1026:84.0446:70.0653|84.0445:153.1027:70.0653,138.0766;137.07025;84.0444;70.0651,Athens_Univ;CASMI_2016;Eawag;UFZ,NA,NA,NA,NA,NA,NA
stpQQR494,Diphenylphosphate|Diphenyl hydrogen phosphate,OP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,250.0395,C12H11O4P,"InChI=1S/C12H11O4P/c13-17(14,15-11-7-3-1-4-8-11)16-12-9-5-2-6-10-12/h1-10H,(H,13,14)",CAS_RN: 838-85-7,13282,ASMQGLCHMVWBQR-UHFFFAOYSA-N,12722,DTXSID1048207,Positive/Negative,SM822501;SM881501,[M+H]+;[M+H]+,HCD35;HCD35,251.0469:95.0492:153.0699;251.0468:95.0492:153.0699,153.0699;95.0492,CASMI_2016;CASMI_2016,SM822551;SM881554,[M-H]-;[M-H]-,HCD35;HCD35,249.0323:154.9904:173.0008;249.0322:154.9904:173.0009,249.03225;173.00085;154.9904,CASMI_2016;CASMI_2016
stpQQR495,"2-(Methylthio)benzothiazole|2-methylsulfanyl-1,3-benzothiazole",CSC1=NC2=CC=CC=C2S1,181.00199,C8H7NS2,"InChI=1S/C8H7NS2/c1-10-8-9-6-4-2-3-5-7(6)11-8/h2-5H,1H3",CAS_RN: 615-22-5,11989,UTBVIMLZIRIFFR-UHFFFAOYSA-N,11494,DTXSID70274236,Positive,AU405806;SM881701;EQ364601|EQ364602|EQ364603|EQ364604|EQ364605|EQ364606|EQ364607|EQ364608|EQ364609;UF419801|UF419802|UF419803|UF419804,[M+H]+;[M+H]+;[M+H]+;[M+H]+,CIDRAMP 17.4-26.0;HCD35;HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD120|HCD150|HCD180;HCD55|HCD80|CID35|CID55,182.0087:166.9846:183.0109;182.0092:166.9858:135.0137;182.0089:166.9854|182.0089:166.9854:135.0132|182.0089:166.9856:135.0135|166.9855:182.009:135.0135|166.9855:182.009:135.0135|166.9855:123.0135:109.0105|166.9856:109.0105:123.0135|65.0385:109.0105:96.0027|65.0385:68.9792:96.0027;182.0099:166.9865:135.0143|166.9864:182.0098:135.0142|166.9863:182.0099:136.022|166.9863:136.022:135.014,166.9856;136.022;135.0136;123.0135;109.0105;96.0027;68.9792;65.0385,Athens_Univ;CASMI_2016;Eawag;UFZ,NA,NA,NA,NA,NA,NA
stpQQR496,"Methylchloroisothiazolinone|5-Chloro-2-methyl-4-isothiazolin-3-one|5-Chloro-2-methyl-1,2-thiazol-3-one",CN1SC(Cl)=CC1=O,148.97021,C4H4ClNOS,"InChI=1S/C4H4ClNOS/c1-6-4(7)2-3(5)8-6/h2H,1H3",CAS_RN: 26172-55-4,33344,DHNRXBZYEKSXIM-UHFFFAOYSA-N,30800,DTXSID9034286,Positive,AU214101|AU214102|AU214103|AU214104|AU214105;SM881901;EA028001|EA028002|EA028003|EA028004|EA028005|EA028006|EA028007|EA028008|EA028009|EA028010|EA028011|EA028012|EA028013|EA028014,[M+H]+;[M+H]+;[M+H]+,CID10|CID20|CID30|CID40|CID50;HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,149.9784:151.9754:150.9809|149.9782:151.9752:134.9542|149.9779:134.9544:151.975|134.9548:136.9507:149.9781|134.955;149.9775:115.0087:118.9353;120.9511:149.977:106.9717|149.9775|149.9777|149.9777:115.0088:118.9355|149.9776:115.0088:118.9355|149.9776:115.0087:134.9541|149.9776:134.9541:115.0088|149.9775:134.9537|149.9777|149.9777:115.0088:118.9354|149.9777:115.0088:118.9354|149.9776:115.0087:134.9541|149.9776:134.9541:115.0087|120.951:132.9508:106.9717,136.9507;134.9541;132.9508;120.95105;118.9354;115.0088;106.9717,Athens_Univ;CASMI_2016;Eawag,NA,NA,NA,NA,NA,NA
stpQQR497,"Benzothiazole|1,3-benzothiazole",S1C=NC2=CC=CC=C12,135.01427,C7H5NS,InChI=1S/C7H5NS/c1-2-4-7-6(3-1)8-5-9-7/h1-5H,CAS_RN: 95-16-9,7222,IOJUPLGTWVMSFF-UHFFFAOYSA-N,6952,DTXSID7024586,Positive,AU405606;SM882102;EA034302|EA034303|EA034304|EA034305|EA034306|EA034307|EA034308|EA034309|EA034310|EA034311|EA034312|EA034313;UF420801|UF420802|UF420803,[M+H]+;[M+H]+;[M+H]+;[M+H]+,CIDRAMP 15.7-23.5;HCD35;HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90;HCD55|HCD80|CID35,136.0208:137.0239:138.015;136.0214:109.0106:65.0388;136.0216|136.0217|136.0217|136.0217:109.0108|136.0217:109.0107:77.0387|136.0217:109.0108:77.0387|136.0216|136.0217|136.0217|136.0217:109.0107|136.0217:109.0108:77.0386|136.0217:109.0108:65.0386;136.0219:109.011:105.0338|136.0219:109.011:77.0388|136.0219:105.0337,109.0108;105.03375;77.0387;65.0387,Athens_Univ;CASMI_2016;Eawag;UFZ,NA,NA,NA,NA,NA,NA
